uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,identificationHistoryID,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"38bda183-f3c7-4724-96c9-8e1d3109c997","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_2","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"standingDeadHerbaceous",93.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"83865491-91ee-4795-a412-3e742804710c","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_2","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SYER","Symphyotrichum ericoides (L.) G.L. Nesom","species","Asteraceae","N",,,,,,,,3.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"4be16115-80bd-4443-954f-133104eef1b8","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_3","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"litter",3.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"5ddc750e-c3e5-4ba4-9c9c-f1f60a335a85","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SCSC","Schizachyrium scoparium (Michx.) Nash","species","Poaceae","N",,,,,,,,2.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"2e8aa471-e6b9-43b9-a714-bc8df93a935d","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_2","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","DIOL","Dichanthelium oligosanthes (Schult.) Gould","species","Poaceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"598e8677-f48b-4d9d-b195-97eb79edbb9c","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","31_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ASVE","Asclepias verticillata L.","species","Asclepiadaceae","N",,,,,,,,1.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"0a194612-c8b3-4c52-814a-d38a170be7c3","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_3","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","CODR","Cornus drummondii C.A. Mey.","species","Cornaceae","N",,,,,,,,2.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"f81e9f29-f5c6-4680-9837-5548cd11bba3","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_2","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","CODR","Cornus drummondii C.A. Mey.","species","Cornaceae","N",,,,,,,,4.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"3e17be00-093d-4f00-a9b2-916c45462fb3","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"standingDeadHerbaceous",95.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"0c33533e-76c6-4dd1-803f-6a815248073b","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","CAREX","Carex sp.","genus","Cyperaceae","UNK",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"dcf92b15-b5b2-479c-8b18-619913ba176a","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","CODR","Cornus drummondii C.A. Mey.","species","Cornaceae","N",,,,,,,,10.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"933ff41b-0b81-4412-b07d-f7a7a99d41ca","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"litter",3.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"84f789d6-8427-456e-a29f-29ef3e7187b5","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ANGE","Andropogon gerardii Vitman","species","Poaceae","N",,,,,,,,8.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"67c6d410-553c-4cc1-adb5-adc18aca0d35","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","CAREX","Carex sp.","genus","Cyperaceae","UNK",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"eff49697-656a-4e78-a24e-eeacdaeb541e","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","41_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SCSC","Schizachyrium scoparium (Michx.) Nash","species","Poaceae","N",,,,,,,,7.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"1410794d-f6fe-4f88-b19e-dea73addfb4c","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","BOCU","Bouteloua curtipendula (Michx.) Torr.","species","Poaceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"04a5ce5f-5828-4cff-a9d9-7c454a5af589","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","41_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","AMPS","Ambrosia psilostachya DC.","species","Asteraceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"bc7f8445-14ac-4547-8764-f722e9c5667a","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","41_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SONU2","Sorghastrum nutans (L.) Nash","species","Poaceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"9316ac42-e037-4ced-8325-352abdab0dd7","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","31_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ANGE","Andropogon gerardii Vitman","species","Poaceae","N",,,,,,,,4.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"618d9faa-8b1b-4905-947a-14e8cf1df6d9","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","31_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","PAVI2","Panicum virgatum L.","species","Poaceae","N",,,,,,,,8.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"7b7e749c-c1f5-4072-874a-aff23fb2b433","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","PHPU8","Physalis pumila Nutt.","species","Solanaceae","N",,,,,,,,1.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"fc372239-ad1b-4cb9-b046-9b360c14e47d","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","LEVI6","Lespedeza violacea (L.) Pers.","species","Fabaceae","N",,,,,,,,10.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"5b67b993-e435-4a6e-bacc-4ffa01a4f634","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","31_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SCSC","Schizachyrium scoparium (Michx.) Nash","species","Poaceae","N",,,,,,,,4.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"a9a49780-fcb4-464e-9dd0-371ba7816b62","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_3","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","BOCU","Bouteloua curtipendula (Michx.) Torr.","species","Poaceae","N",,,,,,,,3.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"30d808d9-6f90-47bd-9532-b4efcca551f9","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","BAAU","Baptisia australis (L.) R. Br.","species","Fabaceae","N",,,,,,,,3.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"d2c9ddfc-a6ef-4d12-8b21-ea6f59c3f66d","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_3","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"standingDeadHerbaceous",95.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"53a3a5e1-489c-4778-b3a4-b7f458d00b08","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_3","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"soil",0.50,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"b414273b-8910-41f5-9c68-52f2f50b0647","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SPHE","Sporobolus heterolepis (A. Gray) A. Gray","species","Poaceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"4c13f3be-19bd-4b8f-8489-64e7b996e6d5","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_2","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","VEBA","Vernonia baldwinii Torr.","species","Asteraceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"0a165718-b3d4-4231-9958-297a1ace0de6","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","41_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"litter",5.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"5457583b-f4d2-4de2-8a5d-1525c6219aff","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","41_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","CODR","Cornus drummondii C.A. Mey.","species","Cornaceae","N",,,,,,,,2.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"d919b8e3-87a4-42bc-a048-0aab16bc2905","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_2","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SPHE","Sporobolus heterolepis (A. Gray) A. Gray","species","Poaceae","N",,,,,,,,1.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"05694bbc-2429-443d-a657-66aa86d2d559","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_3","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ANGE","Andropogon gerardii Vitman","species","Poaceae","N",,,,,,,,10.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"44c5a6cc-d9ba-4e36-bb4f-07dbcf5a36cc","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"litter",7.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"737ba12c-3aec-4132-81a4-52c35e46eefd","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"standingDeadHerbaceous",91.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"e1bd6e28-83e9-4579-b05f-09492b33a10a","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_3","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"rock",2.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"4530e4bd-0b3b-43ee-8eb0-4e311a45c386","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","PAVI2","Panicum virgatum L.","species","Poaceae","N",,,,,,,,6.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"80b98cd4-2d98-4449-b106-c258f0496980","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","31_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"soil",1.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"ae0c4b2b-1954-4b8f-b9f9-b685dab5a313","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SAAZ","Salvia azurea Michx. ex Lam.","species","Lamiaceae","N",,,,,,,,1.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"5a318203-06ed-4816-8cab-ecc35b30c1a6","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","31_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","EUCY","Euphorbia cyathophora Murray","species","Euphorbiaceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"393f917c-9050-4268-84a3-2293a2b9ce40","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","BOCU","Bouteloua curtipendula (Michx.) Torr.","species","Poaceae","N",,,,,,,,5.00,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"991cbd93-9ac5-4e3a-a53c-d1140ce72b9e","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","40_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"soil",0.50,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"e2791fb0-35bc-4387-98e8-4d417f59de7c","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","31_1_1","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","RUHU","Ruellia humilis Nutt.","species","Acanthaceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"bb5c0da9-f5ca-4b79-abae-0000b3e9298c","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_4","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SYOB","Symphyotrichum oblongifolium (Nutt.) G.L. Nesom","species","Asteraceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"efc40482-7603-44a8-9999-039ab20a28e3","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_2","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"soil",1.00,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"e9faca4f-d280-41b1-ab4a-c2bc3e80d5d2","KONZ_042.basePlot.div","D06","KONZ",39.099570,-96.564404,"WGS84",20.19,401.2,0.3,"tower","grasslandHerbaceous","KONZ_042","32_1_2","2025-08-06",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","LECA8","Lespedeza capitata Michx.","species","Fabaceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0008-1640-2860","OK",,"OK - no known exceptions"
